date_reg,company,vehicle_count
2019-03-05,Bermaz Auto Berhad,65
2019-03-06,Bermaz Auto Berhad,51
2019-03-07,Bermaz Auto Berhad,45
2019-03-08,Bermaz Auto Berhad,51
2019-03-09,Bermaz Auto Berhad,3
2019-03-10,Bermaz Auto Berhad,0
2019-03-11,Bermaz Auto Berhad,44
2019-03-12,Bermaz Auto Berhad,34
2019-03-13,Bermaz Auto Berhad,35
2019-03-14,Bermaz Auto Berhad,53
2019-03-15,Bermaz Auto Berhad,64
2019-03-16,Bermaz Auto Berhad,0
2019-03-17,Bermaz Auto Berhad,2
2019-03-18,Bermaz Auto Berhad,23
2019-03-19,Bermaz Auto Berhad,43
2019-03-20,Bermaz Auto Berhad,44
2019-03-21,Bermaz Auto Berhad,47
2019-03-22,Bermaz Auto Berhad,42
2019-03-23,Bermaz Auto Berhad,2
2019-03-24,Bermaz Auto Berhad,0
2019-03-25,Bermaz Auto Berhad,26
2019-03-26,Bermaz Auto Berhad,75
2019-03-27,Bermaz Auto Berhad,66
2019-03-28,Bermaz Auto Berhad,58
2019-03-29,Bermaz Auto Berhad,61
2019-03-30,Bermaz Auto Berhad,6
2019-03-31,Bermaz Auto Berhad,1
2019-04-01,Bermaz Auto Berhad,23
2019-04-02,Bermaz Auto Berhad,40
2019-04-03,Bermaz Auto Berhad,44
2019-04-04,Bermaz Auto Berhad,56
2019-04-05,Bermaz Auto Berhad,41
2019-04-06,Bermaz Auto Berhad,0
2019-04-07,Bermaz Auto Berhad,1
2019-04-08,Bermaz Auto Berhad,32
2019-04-09,Bermaz Auto Berhad,32
2019-04-10,Bermaz Auto Berhad,37
2019-04-11,Bermaz Auto Berhad,59
2019-04-12,Bermaz Auto Berhad,47
2019-04-13,Bermaz Auto Berhad,2
2019-04-14,Bermaz Auto Berhad,6
2019-04-15,Bermaz Auto Berhad,19
2019-04-16,Bermaz Auto Berhad,40
2019-04-17,Bermaz Auto Berhad,43
2019-04-18,Bermaz Auto Berhad,92
2019-04-19,Bermaz Auto Berhad,34
2019-04-20,Bermaz Auto Berhad,1
2019-04-21,Bermaz Auto Berhad,0
2019-04-22,Bermaz Auto Berhad,57
2019-04-23,Bermaz Auto Berhad,59
2019-04-24,Bermaz Auto Berhad,94
2019-04-25,Bermaz Auto Berhad,86
2019-04-26,Bermaz Auto Berhad,74
2019-04-27,Bermaz Auto Berhad,0
2019-04-28,Bermaz Auto Berhad,1
2019-04-29,Bermaz Auto Berhad,77
2019-04-30,Bermaz Auto Berhad,56
2019-05-01,Bermaz Auto Berhad,0
2019-05-02,Bermaz Auto Berhad,42
2019-05-03,Bermaz Auto Berhad,63
2019-05-04,Bermaz Auto Berhad,1
2019-05-05,Bermaz Auto Berhad,3
2019-05-06,Bermaz Auto Berhad,31
2019-05-07,Bermaz Auto Berhad,38
2019-05-08,Bermaz Auto Berhad,45
2019-05-09,Bermaz Auto Berhad,85
2019-05-10,Bermaz Auto Berhad,49
2019-05-11,Bermaz Auto Berhad,0
2019-05-12,Bermaz Auto Berhad,1
2019-05-13,Bermaz Auto Berhad,32
2019-05-14,Bermaz Auto Berhad,55
2019-05-15,Bermaz Auto Berhad,63
2019-05-16,Bermaz Auto Berhad,60
2019-05-17,Bermaz Auto Berhad,52
2019-05-18,Bermaz Auto Berhad,0
2019-05-19,Bermaz Auto Berhad,0
2019-05-20,Bermaz Auto Berhad,6
2019-05-21,Bermaz Auto Berhad,41
2019-05-22,Bermaz Auto Berhad,2
2019-05-23,Bermaz Auto Berhad,61
