date_reg,company,vehicle_count
2018-09-20,Sime UMW Holdings Berhad,630
2018-09-21,Sime UMW Holdings Berhad,572
2018-09-22,Sime UMW Holdings Berhad,74
2018-09-23,Sime UMW Holdings Berhad,50
2018-09-24,Sime UMW Holdings Berhad,795
2018-09-25,Sime UMW Holdings Berhad,988
2018-09-26,Sime UMW Holdings Berhad,1323
2018-09-27,Sime UMW Holdings Berhad,1531
2018-09-28,Sime UMW Holdings Berhad,2113
2018-09-29,Sime UMW Holdings Berhad,1209
2018-09-30,Sime UMW Holdings Berhad,698
2018-10-01,Sime UMW Holdings Berhad,230
2018-10-02,Sime UMW Holdings Berhad,291
2018-10-03,Sime UMW Holdings Berhad,308
2018-10-04,Sime UMW Holdings Berhad,349
2018-10-05,Sime UMW Holdings Berhad,281
2018-10-06,Sime UMW Holdings Berhad,10
2018-10-07,Sime UMW Holdings Berhad,25
2018-10-08,Sime UMW Holdings Berhad,270
2018-10-09,Sime UMW Holdings Berhad,368
2018-10-10,Sime UMW Holdings Berhad,422
2018-10-11,Sime UMW Holdings Berhad,504
2018-10-12,Sime UMW Holdings Berhad,501
2018-10-13,Sime UMW Holdings Berhad,60
2018-10-14,Sime UMW Holdings Berhad,38
2018-10-15,Sime UMW Holdings Berhad,608
2018-10-16,Sime UMW Holdings Berhad,802
2018-10-17,Sime UMW Holdings Berhad,833
2018-10-18,Sime UMW Holdings Berhad,1114
2018-10-19,Sime UMW Holdings Berhad,993
2018-10-20,Sime UMW Holdings Berhad,136
2018-10-21,Sime UMW Holdings Berhad,55
2018-10-22,Sime UMW Holdings Berhad,1185
2018-10-23,Sime UMW Holdings Berhad,1294
2018-10-24,Sime UMW Holdings Berhad,1181
2018-10-25,Sime UMW Holdings Berhad,1137
2018-10-26,Sime UMW Holdings Berhad,2022
2018-10-27,Sime UMW Holdings Berhad,127
2018-10-28,Sime UMW Holdings Berhad,89
2018-10-29,Sime UMW Holdings Berhad,1785
2018-10-30,Sime UMW Holdings Berhad,2577
2018-10-31,Sime UMW Holdings Berhad,5692
2018-11-01,Sime UMW Holdings Berhad,363
2018-11-02,Sime UMW Holdings Berhad,337
2018-11-03,Sime UMW Holdings Berhad,31
2018-11-04,Sime UMW Holdings Berhad,28
2018-11-05,Sime UMW Holdings Berhad,327
2018-11-06,Sime UMW Holdings Berhad,27
2018-11-07,Sime UMW Holdings Berhad,359
2018-11-08,Sime UMW Holdings Berhad,415
2018-11-09,Sime UMW Holdings Berhad,458
2018-11-10,Sime UMW Holdings Berhad,12
2018-11-11,Sime UMW Holdings Berhad,7
2018-11-12,Sime UMW Holdings Berhad,667
2018-11-13,Sime UMW Holdings Berhad,689
2018-11-14,Sime UMW Holdings Berhad,789
2018-11-15,Sime UMW Holdings Berhad,840
2018-11-16,Sime UMW Holdings Berhad,819
2018-11-17,Sime UMW Holdings Berhad,90
2018-11-18,Sime UMW Holdings Berhad,48
2018-11-19,Sime UMW Holdings Berhad,994
2018-11-20,Sime UMW Holdings Berhad,23
2018-11-21,Sime UMW Holdings Berhad,1079
2018-11-22,Sime UMW Holdings Berhad,1442
2018-11-23,Sime UMW Holdings Berhad,1455
2018-11-24,Sime UMW Holdings Berhad,247
2018-11-25,Sime UMW Holdings Berhad,80
2018-11-26,Sime UMW Holdings Berhad,1731
2018-11-27,Sime UMW Holdings Berhad,2118
2018-11-28,Sime UMW Holdings Berhad,2369
2018-11-29,Sime UMW Holdings Berhad,3109
2018-11-30,Sime UMW Holdings Berhad,4601
2018-12-01,Sime UMW Holdings Berhad,27
2018-12-02,Sime UMW Holdings Berhad,22
2018-12-03,Sime UMW Holdings Berhad,493
2018-12-04,Sime UMW Holdings Berhad,493
2018-12-05,Sime UMW Holdings Berhad,529
2018-12-06,Sime UMW Holdings Berhad,433
2018-12-07,Sime UMW Holdings Berhad,438
2018-12-08,Sime UMW Holdings Berhad,34
2018-12-09,Sime UMW Holdings Berhad,27
2018-12-10,Sime UMW Holdings Berhad,452
2018-12-11,Sime UMW Holdings Berhad,415
2018-12-12,Sime UMW Holdings Berhad,774
2018-12-13,Sime UMW Holdings Berhad,888
2018-12-14,Sime UMW Holdings Berhad,802
2018-12-15,Sime UMW Holdings Berhad,76
2018-12-16,Sime UMW Holdings Berhad,49
2018-12-17,Sime UMW Holdings Berhad,912
2018-12-18,Sime UMW Holdings Berhad,1072
2018-12-19,Sime UMW Holdings Berhad,1188
2018-12-20,Sime UMW Holdings Berhad,1235
2018-12-21,Sime UMW Holdings Berhad,1186
2018-12-22,Sime UMW Holdings Berhad,173
2018-12-23,Sime UMW Holdings Berhad,99
2018-12-24,Sime UMW Holdings Berhad,1438
2018-12-25,Sime UMW Holdings Berhad,7
2018-12-26,Sime UMW Holdings Berhad,1692
2018-12-27,Sime UMW Holdings Berhad,1998
2018-12-28,Sime UMW Holdings Berhad,1977
2018-12-29,Sime UMW Holdings Berhad,811
2018-12-30,Sime UMW Holdings Berhad,184
2018-12-31,Sime UMW Holdings Berhad,3017
2019-01-01,Sime UMW Holdings Berhad,62
2019-01-02,Sime UMW Holdings Berhad,333
2019-01-03,Sime UMW Holdings Berhad,302
2019-01-04,Sime UMW Holdings Berhad,304
