date_reg,company,vehicle_count
2018-12-08,Sime Darby Berhad,2
2018-12-09,Sime Darby Berhad,11
2018-12-10,Sime Darby Berhad,123
2018-12-11,Sime Darby Berhad,52
2018-12-12,Sime Darby Berhad,63
2018-12-13,Sime Darby Berhad,80
2018-12-14,Sime Darby Berhad,98
2018-12-15,Sime Darby Berhad,0
2018-12-16,Sime Darby Berhad,7
2018-12-17,Sime Darby Berhad,47
2018-12-18,Sime Darby Berhad,70
2018-12-19,Sime Darby Berhad,77
2018-12-20,Sime Darby Berhad,85
2018-12-21,Sime Darby Berhad,115
2018-12-22,Sime Darby Berhad,2
2018-12-23,Sime Darby Berhad,7
2018-12-24,Sime Darby Berhad,62
2018-12-25,Sime Darby Berhad,1
2018-12-26,Sime Darby Berhad,95
2018-12-27,Sime Darby Berhad,147
2018-12-28,Sime Darby Berhad,130
2018-12-29,Sime Darby Berhad,26
2018-12-30,Sime Darby Berhad,6
2018-12-31,Sime Darby Berhad,319
2019-01-01,Sime Darby Berhad,17
2019-01-02,Sime Darby Berhad,23
2019-01-03,Sime Darby Berhad,48
2019-01-04,Sime Darby Berhad,52
2019-01-05,Sime Darby Berhad,0
2019-01-06,Sime Darby Berhad,7
2019-01-07,Sime Darby Berhad,37
2019-01-08,Sime Darby Berhad,33
2019-01-09,Sime Darby Berhad,48
2019-01-10,Sime Darby Berhad,47
2019-01-11,Sime Darby Berhad,49
2019-01-12,Sime Darby Berhad,4
2019-01-13,Sime Darby Berhad,4
2019-01-14,Sime Darby Berhad,41
2019-01-15,Sime Darby Berhad,62
2019-01-16,Sime Darby Berhad,93
2019-01-17,Sime Darby Berhad,68
2019-01-18,Sime Darby Berhad,96
2019-01-19,Sime Darby Berhad,12
2019-01-20,Sime Darby Berhad,2
2019-01-21,Sime Darby Berhad,9
2019-01-22,Sime Darby Berhad,124
2019-01-23,Sime Darby Berhad,103
2019-01-24,Sime Darby Berhad,146
2019-01-25,Sime Darby Berhad,123
2019-01-26,Sime Darby Berhad,7
2019-01-27,Sime Darby Berhad,4
2019-01-28,Sime Darby Berhad,130
2019-01-29,Sime Darby Berhad,141
2019-01-30,Sime Darby Berhad,149
2019-01-31,Sime Darby Berhad,173
2019-02-01,Sime Darby Berhad,61
2019-02-02,Sime Darby Berhad,2
2019-02-03,Sime Darby Berhad,11
2019-02-04,Sime Darby Berhad,67
2019-02-05,Sime Darby Berhad,0
2019-02-06,Sime Darby Berhad,0
2019-02-07,Sime Darby Berhad,29
2019-02-08,Sime Darby Berhad,24
2019-02-09,Sime Darby Berhad,16
2019-02-10,Sime Darby Berhad,2
2019-02-11,Sime Darby Berhad,33
2019-02-12,Sime Darby Berhad,75
2019-02-13,Sime Darby Berhad,69
2019-02-14,Sime Darby Berhad,67
2019-02-15,Sime Darby Berhad,59
2019-02-16,Sime Darby Berhad,2
2019-02-17,Sime Darby Berhad,3
2019-02-18,Sime Darby Berhad,50
2019-02-19,Sime Darby Berhad,87
2019-02-20,Sime Darby Berhad,75
2019-02-21,Sime Darby Berhad,84
2019-02-22,Sime Darby Berhad,97
2019-02-23,Sime Darby Berhad,5
2019-02-24,Sime Darby Berhad,0
2019-02-25,Sime Darby Berhad,79
2019-02-26,Sime Darby Berhad,123
2019-02-27,Sime Darby Berhad,179
2019-02-28,Sime Darby Berhad,151
2019-03-01,Sime Darby Berhad,72
2019-03-02,Sime Darby Berhad,2
2019-03-03,Sime Darby Berhad,2
2019-03-04,Sime Darby Berhad,53
2019-03-05,Sime Darby Berhad,58
2019-03-06,Sime Darby Berhad,116
2019-03-07,Sime Darby Berhad,105
2019-03-08,Sime Darby Berhad,123
2019-03-09,Sime Darby Berhad,6
2019-03-10,Sime Darby Berhad,23
2019-03-11,Sime Darby Berhad,72
2019-03-12,Sime Darby Berhad,82
2019-03-13,Sime Darby Berhad,79
2019-03-14,Sime Darby Berhad,77
2019-03-15,Sime Darby Berhad,74
2019-03-16,Sime Darby Berhad,4
2019-03-17,Sime Darby Berhad,5
2019-03-18,Sime Darby Berhad,65
2019-03-19,Sime Darby Berhad,76
2019-03-20,Sime Darby Berhad,90
2019-03-21,Sime Darby Berhad,172
2019-03-22,Sime Darby Berhad,96
2019-03-23,Sime Darby Berhad,4
2019-03-24,Sime Darby Berhad,1
2019-03-25,Sime Darby Berhad,104
2019-03-26,Sime Darby Berhad,122
2019-03-27,Sime Darby Berhad,129
2019-03-28,Sime Darby Berhad,146
2019-03-29,Sime Darby Berhad,143
2019-03-30,Sime Darby Berhad,7
2019-03-31,Sime Darby Berhad,4
2019-04-01,Sime Darby Berhad,37
2019-04-02,Sime Darby Berhad,37
2019-04-03,Sime Darby Berhad,71
2019-04-04,Sime Darby Berhad,190
2019-04-05,Sime Darby Berhad,90
2019-04-06,Sime Darby Berhad,9
2019-04-07,Sime Darby Berhad,3
2019-04-08,Sime Darby Berhad,101
2019-04-09,Sime Darby Berhad,79
2019-04-10,Sime Darby Berhad,116
2019-04-11,Sime Darby Berhad,90
2019-04-12,Sime Darby Berhad,73
2019-04-13,Sime Darby Berhad,1
2019-04-14,Sime Darby Berhad,5
2019-04-15,Sime Darby Berhad,41
2019-04-16,Sime Darby Berhad,60
2019-04-17,Sime Darby Berhad,66
2019-04-18,Sime Darby Berhad,100
2019-04-19,Sime Darby Berhad,63
2019-04-20,Sime Darby Berhad,3
2019-04-21,Sime Darby Berhad,2
2019-04-22,Sime Darby Berhad,59
2019-04-23,Sime Darby Berhad,90
2019-04-24,Sime Darby Berhad,90
2019-04-25,Sime Darby Berhad,97
2019-04-26,Sime Darby Berhad,160
2019-04-27,Sime Darby Berhad,16
2019-04-28,Sime Darby Berhad,5
2019-04-29,Sime Darby Berhad,100
2019-04-30,Sime Darby Berhad,157
2019-05-01,Sime Darby Berhad,0
2019-05-02,Sime Darby Berhad,77
2019-05-03,Sime Darby Berhad,42
2019-05-04,Sime Darby Berhad,0
2019-05-05,Sime Darby Berhad,2
2019-05-06,Sime Darby Berhad,46
2019-05-07,Sime Darby Berhad,92
2019-05-08,Sime Darby Berhad,94
2019-05-09,Sime Darby Berhad,99
2019-05-10,Sime Darby Berhad,91
2019-05-11,Sime Darby Berhad,5
2019-05-12,Sime Darby Berhad,1
2019-05-13,Sime Darby Berhad,68
2019-05-14,Sime Darby Berhad,82
2019-05-15,Sime Darby Berhad,93
2019-05-16,Sime Darby Berhad,80
2019-05-17,Sime Darby Berhad,97
2019-05-18,Sime Darby Berhad,16
2019-05-19,Sime Darby Berhad,0
2019-05-20,Sime Darby Berhad,4
2019-05-21,Sime Darby Berhad,67
