Price,Close,High,Low,Open,Volume
Ticker,4405.KL,4405.KL,4405.KL,4405.KL,4405.KL
Date,,,,,
2023-01-03,1.1552762985229492,1.1552762985229492,1.1552762985229492,1.1552762985229492,2800
2023-01-04,1.1454859972000122,1.1454859972000122,1.1454859972000122,1.1454859972000122,3500
2023-01-05,1.1454859972000122,1.1454859972000122,1.1454859972000122,1.1454859972000122,0
2023-01-06,1.1748573780059814,1.1748573780059814,1.1454858560221395,1.1454858560221395,28700
2023-01-09,1.1944383382797241,1.1944383382797241,1.1748574010475306,1.1748574010475306,90000
2023-01-10,1.1748573780059814,1.1748573780059814,1.1748573780059814,1.1748573780059814,22000
2023-01-11,1.1748573780059814,1.1944383148541495,1.1748573780059814,1.1748573780059814,22600
2023-01-12,1.1944383382797241,1.204228806895821,1.1846478696636273,1.204228806895821,14500
2023-01-13,1.2042287588119507,1.2042287588119507,1.1944382905867794,1.1944382905867794,31800
2023-01-16,1.2042287588119507,1.2238096952622934,1.2042287588119507,1.2140192270371222,80000
2023-01-17,1.1650669574737549,1.2042288327798998,1.1356954342825516,1.2042288327798998,176500
2023-01-18,1.1650669574737549,1.1650669574737549,1.1650669574737549,1.1650669574737549,0
2023-01-19,1.1552762985229492,1.1552762985229492,1.1552762985229492,1.1552762985229492,9100
2023-01-20,1.1552762985229492,1.1552762985229492,1.1552762985229492,1.1552762985229492,25000
2023-01-25,1.1552762985229492,1.165066883438932,1.1552762985229492,1.1552762985229492,109000
2023-01-26,1.1552762985229492,1.1552762985229492,1.1552762985229492,1.1552762985229492,356600
2023-01-27,1.1846479177474976,1.1846479177474976,1.1356954559684822,1.1552763939954496,353300
2023-01-30,1.1846479177474976,1.1846479177474976,1.1846479177474976,1.1846479177474976,0
2023-01-31,1.1944383382797241,1.1944383382797241,1.1650669324314338,1.1748574010475306,504200
2023-02-02,1.1552762985229492,1.1748573516433274,1.1552762985229492,1.1748573516433274,251000
2023-02-03,1.1552762985229492,1.1552762985229492,1.1552762985229492,1.1552762985229492,250000
2023-02-07,1.1552762985229492,1.1552762985229492,1.1552762985229492,1.1552762985229492,5000
2023-02-08,1.135695457458496,1.1552763955111534,1.135695457458496,1.1552763955111534,186700
2023-02-09,1.1454859972000122,1.1552764668307436,1.1356955275692808,1.1356955275692808,856100
2023-02-10,1.1454859972000122,1.1454859972000122,1.1454859972000122,1.1454859972000122,1000
2023-02-13,1.12590491771698,1.12590491771698,1.12590491771698,1.12590491771698,100000
2023-02-14,1.12590491771698,1.12590491771698,1.12590491771698,1.12590491771698,9000
2023-02-15,1.12590491771698,1.12590491771698,1.12590491771698,1.12590491771698,0
2023-02-16,1.12590491771698,1.145485854539809,1.1063239808941507,1.12590491771698,86200
2023-02-17,1.12590491771698,1.1748573764856423,1.12590491771698,1.1356953861283945,153000
2023-02-20,1.1161144971847534,1.1161144971847534,1.1161144971847534,1.1161144971847534,5000
2023-02-21,1.1161144971847534,1.1161144971847534,1.1161144971847534,1.1161144971847534,0
2023-02-22,1.1161144971847534,1.1161144971847534,1.1161144971847534,1.1161144971847534,20000
2023-02-23,1.12590491771698,1.12590491771698,1.12590491771698,1.12590491771698,3000
2023-02-24,1.12590491771698,1.12590491771698,1.12590491771698,1.12590491771698,3800
2023-02-27,1.12590491771698,1.12590491771698,1.0769525756599072,1.12590491771698,337100
2023-02-28,1.0965335369110107,1.0965335369110107,1.086743068281487,1.086743068281487,29100
2023-03-01,1.0867431163787842,1.0867431163787842,1.0769526473159516,1.0867431163787842,22500
2023-03-02,1.1161144971847534,1.1161144971847534,1.0867430906905322,1.0867430906905322,11100
2023-03-03,1.1161144971847534,1.1161144971847534,1.1161144971847534,1.1161144971847534,0
2023-03-06,1.0867431163787842,1.0867431163787842,1.0867431163787842,1.0867431163787842,1000
2023-03-07,1.135695457458496,1.135695457458496,1.0965335813531816,1.0965335813531816,28200
2023-03-08,1.0965335369110107,1.1063240055405348,1.0965335369110107,1.0965335369110107,258500
2023-03-09,1.1063239574432373,1.1356953620548909,1.1063239574432373,1.1356953620548909,20000
2023-03-10,1.1063239574432373,1.1063239574432373,1.0965334892393528,1.1063239574432373,10000
2023-03-13,1.1063239574432373,1.1063239574432373,1.1063239574432373,1.1063239574432373,0
2023-03-14,1.0671621561050415,1.08674309382432,1.0671621561050415,1.08674309382432,53000
2023-03-15,1.0965335369110107,1.0965335369110107,1.067162131022439,1.067162131022439,12600
2023-03-16,1.0671621561050415,1.0671621561050415,1.0671621561050415,1.0671621561050415,10900
